url,title,keywords,description
https://europa.eu/,"EUROPA - European Union website, the official EU website","europa,european union,EU news,press release,EU policies,EU institutions,european parliament,council of the european union,european commission,court of justice,court of auditors,economic and social committee,committee of the regions,european investment bank,european central bank,Lisbon treaty,EU legislation,agriculture,humanitarian aid,audiovisual policy,EU budget,trade,EU competition,consumers,culture,development,economic and monetary affairs,euro,education,enlargement,employment,social policy,energy,enterprise,environment,justice,home affairs,internal market,fisheries,external relations,security,regional policy,research,technology,trans-european networks,public health,information society,telecommunications,transports,eu","European Union website - EUROPA is the official EU website that provides access to information published by all EU institutions, agencies and bodies."
https://mail.ru/,"Mail.ru: почта, поиск в интернете, новости, игры","почта, создать почту, почтовый ящик, почта для телефона, регистрация в почте, бесплатная электронная почта, новости, поиск в интернете, авто, спорт, игры, знакомства, погода, работа","Почта Mail.ru — крупнейшая бесплатная почта, быстрый и удобный интерфейс, неограниченный объем ящика, надежная защита от спама и вирусов, мобильная версия и приложения для смартфонов. Доступ по IMAP, SMS-уведомления, интерфейс на разных языках и темы оформления Почты. Также на Mail.ru: новости, поиск в интернете, авто, спорт, игры, знакомства, погода, работа."
https://outlook.live.com/owa/,Outlook – free personal email and calendar from Microsoft,,"Get free Outlook email and calendar, plus Office Online apps like Word, Excel and PowerPoint. Sign in to access your Outlook, Hotmail or Live email account."
https://www.imdb.com/,"IMDb: Ratings, Reviews, and Where to Watch the Best Movies & TV Shows",,"IMDb is the world's most popular and authoritative source for movie, TV and celebrity content. Find ratings and reviews for the newest movie and TV shows. Get personalized recommendations, and learn where to watch across hundreds of streaming providers."
https://www.wikimedia.org/,Wikimedia,,Wikimedia is a global movement whose mission is to bring free educational content to the world.
https://www.google.com/photos/about/,Google Photos - All your photos organized and easy to find,,"Google Photos is the home for all your photos and videos, automatically organized and easy to share."
http://www.google.fr/,Google,,
https://www.whatsapp.com/,WhatsApp,,
https://line.me/en/,LINE : Free Calls & Messages,"Japan, Messenger, Talk, LINE, text, message, sms, call, phone, free, voip","LINE is a new communication app which allows you to make FREE voice calls and send FREE messages whenever and wherever you are, 24 hours a day!"
https://www.uol.com.br/,UOL - O melhor conteúdo,"esporte, jornais, revistas, biblioteca, folha online, folha.com, classificados, compras, computador, corpo, saúde, moda, carros, cinema, crianças, diversão, arte, economia, educação, internet, jogos, novelas, rádio, tv, tempo, mapas, trânsito, últimas notícias, viagem, jornalismo, informação, notícia, cultura, entretenimento, lazer, opinião, análise, internet, televisão, fotografia, imagem, som, áudio, vídeo, fotos, tecnologia, gay, vestibular, empregos, humor, música","UOL, a maior empresa brasileira de conteúdo, serviços digitais e tecnologia com vários canais de jornalismo e diversas soluções para você ou seu negócio."
https://www.forbes.com/,Forbes,"business, tech, leadership, entrepreneurs, investing","Forbes is a global media company, focusing on business, investing, technology, entrepreneurship, leadership, and lifestyle."
https://es.wikipedia.org/wiki/Wikipedia:Portada,"Wikipedia, la enciclopedia libre",,
https://developers.google.com/,Google Developers,,Everything you need to build better apps.
https://www.theguardian.com/international,"News, sport and opinion from the Guardian's global edition | The Guardian",,"Latest international news, sport and comment from the Guardian"
https://www.networkadvertising.org/,NAI: Network Advertising Initiative,,
https://news.google.com/topstories?hl=en-IN&gl=IN&ceid=IN:en,Google News,,"Comprehensive, up-to-date news coverage, aggregated from sources all over the world by Google News."
http://hugedomains.com,HugeDomains.com,,
https://in.yahoo.com/?p=us,"Yahoo India | News, Finance, Cricket, Lifestyle and Entertainment","yahoo, yahoo home page, yahoo homepage, yahoo search, yahoo mail, yahoo messenger, yahoo games, news, finance, sport, entertainment","Get latest news, email, live cricket scores and fresh finance, lifestyle, entertainment content daily."
https://accounts.google.com/ServiceLogin?service=feedburner&continue=https%3A%2F%2Ffeedburner.google.com%2Ffb%2Fa%2Fmyfeeds&gsessionid=l9ZVRb3r4zDdnh6QOO5sW0gR22A53bJM,Google FeedBurner,,"Google FeedBurner lets you stay on top of the latest from your favourite websites, blogs and podcasts."
https://bitly.com/,"Bitly | URL Shortener, Custom Links & Link Management",,"Shorten, create and share trusted, powerful links for your business. Bitly helps you maximize the impact of every digital initiative with industry-leading features like custom, branded domains. Try Bitly for free."
https://www.bbc.com/,BBC - Homepage,"BBC, bbc.co.uk, bbc.com, Search, British Broadcasting Corporation, BBC iPlayer, BBCi","Breaking news, sport, TV, radio and a whole lot more.
        The BBC informs, educates and entertains - wherever you are, whatever your age."
https://www.samsung.com/in/,Samsung India | Mobile | TV | Home Appliances,"Samsung, Samsung Electronics, Samsung Smartphones, Samsung TVs, Samsung Home Appliances","Samsung helps you discover a wide range of home electronics with cutting-edge technology including smartphones, tablets, TVs, home appliances and more."
https://www.latimes.com:443/,"News from California, the nation and world  - Los Angeles Times",,"The L.A. Times is a leading source of breaking news, entertainment, sports, politics, and more for Southern California and the world."
https://www.paypal.com/in/home,Pay for Goods and Shop Online Globally - PayPal India,"Pay online, buy now, buy online, how to make online payment, how to transfer money online, shop online","Discover how easy & safe it is to pay for goods & shop using PayPal, in India & Worldwide. Be one of 203 million users who trust PayPal."
https://www.who.int/,"
	WHO | World Health Organization
","World Health Organization, health, health for all, #HealthForAll, health organization, universal health coverage, disease, UHC, WHO, health emergencies, health data, health policy, advocacy, health issues, health news",WHO's primary role is to direct international health within the United Nations' system and to lead partners in global health responses.
https://www.fandom.com/explore,Explore | FANDOM,,
https://www.youronlinechoices.com/,Your Online Choices | EDAA,,
https://news.yahoo.com/,Yahoo News - Latest News & Headlines,,The latest news and headlines from Yahoo! News. Get breaking news stories and in-depth coverage with videos and photos.
https://www.scribd.com/,"Scribd - Read books, audiobooks, and more",,"The world's largest digital library. Read unlimited* books, audiobooks,... Access to millions of documents. FREE with a 30 day free trial. Cancel Anytime"
https://www.slideshare.net/,Share and Discover Knowledge on LinkedIn SlideShare,,"Discover, Share, and Present presentations and infographics with the world’s largest professional content sharing community."
https://www.fandom.com/,Fandom,,"The entertainment site where fans come first. Your daily source for all things TV, movies, and games, including Star Wars, Fallout, Marvel, DC and more."
http://www.google.it/,Google,,
https://themeforest.net/,WordPress Themes & Website Templates from ThemeForest,,"Discover 1000s of premium WordPress themes & website templates, including multipurpose and responsive Bootstrap templates, email templates & HTML templates."
https://store.steampowered.com/,Welcome to Steam,,
https://www.usatoday.com/,USA TODAY: Latest World and US News - USATODAY.com,,"USA TODAY delivers current local and national news, sports, entertainment, finance, technology, and more through award-winning journalism, photos, videos and VR."
https://www.nasa.gov/,NASA,,"NASA.gov brings you the latest news, images and videos from America's space agency, pioneering the future in space exploration, scientific discovery and aeronautics research."
http://code.google.com,Google Code,,
https://www.booking.com/,"
Booking.com | Official site | The best hotels & accommodations
","lodging, accommodation, hotel, Hotels, special offers, packages, specials, weekend breaks, city breaks, deals, budget, cheap, discount, savings","Big savings on hotels in 120,000 destinations worldwide. Browse hotel reviews and find the guaranteed best price on hotels for all budgets."
https://www.android.com/,Android,,See what's new with Android - from phones to watches and more. Visit the official site to explore and learn.
https://www.lefigaro.fr/,Le Figaro - Actualité en direct et informations en continu,"A la Une, actualité, informations, titres, actualité internationale, actualité française, sport, économie","A la Une : Retrouvez toute l'actualité en France, à l'international, l'actualité économique et politique avec Le Figaro"
https://abcnews.go.com/,"ABC News – Breaking News, Latest News, Headlines & Videos","ABC News, breaking news, headline news, latest news, top news, online news, video news, world news, national news, abc news, abcnews, abc news online,breaking news, latest news, top news, news video, abc news","Your trusted source for breaking news, analysis, exclusive interviews, headlines, and videos at ABCNews.com"
https://www.privacyshield.gov/welcome,Privacy Shield | Privacy Shield,,
https://www.ft.com,Financial Times,,"News, analysis and comment from the Financial Times, the world's leading global business publication"
https://twitter.com/,Twitter. It's what's happening.,,"From breaking news and entertainment to sports and politics, get the full story with all the live commentary."
https://www.un.org/,Welcome to the United Nations,,
https://www.globo.com/,"
                
                    
                    
                        globo.com - Absolutamente tudo sobre notícias, esportes e entretenimento
                    
                
            ","
                      Notícias, Entretenimento, Esporte, Tecnologia, Portal, Conteúdo, Rede Globo, TV Globo, Vídeos, Televisão","
                      Só na globo.com você encontra tudo sobre o conteúdo e marcas do Grupo Globo. O melhor acervo de vídeos online sobre entretenimento, esportes e jornalismo do Brasil."
https://www.amazon.co.jp/,"Amazon | 本, ファッション, 家電から食品まで | アマゾン","Amazon,アマゾン,通販,インターネットショッピング","Amazon.co.jp 公式サイト。アマゾンで本, 日用品, ファッション, 食品, ベビー用品, カー用品ほか一億種の商品をいつでもお安く。通常配送無料(一部を除く)"
https://www.terra.com.br/,"Terra - Notícias, esportes, coberturas ao vivo, diversão e estilo de vida",,"Veja no Terra as últimas notícias e as melhores coberturas ao vivo do Brasil e do Mundo, Esportes, Diversão, Vida e Estilo e assista os melhores vídeos no TerraTV."
https://www.facebook.com/,Facebook – log in or sign up,,"Create an account or log in to Facebook. Connect with friends, family and other people you know. Share photos and videos, send messages and get updates."
https://www.ig.com.br/,"iG - Notícias, Vídeos e Fotos de Famosos, Esportes, Bate Papo, Horóscopo - Acesse e fique por dentro das últimas no Brasil e no Mundo - Economia, Política, Saúde e Internacional",,"Os melhores vídeos e fotos da Internet e as últimas notícias do Brasil e do mundo. Leia também sobre Moda, Games, Cultura, Economia, Turismo, Saúde e mais no iG."
https://www.rt.com/,"RT - Breaking news, shows, podcasts",,RT is the first Russian 24/7 English-language news channel which brings the Russian view on global news.
https://www.businessinsider.in/?r=US&IR=T,"Business Insider India: Latest News on Tech, Careers & Jobs, Finance, Money, Politics, Life & Strategy ","Business news, technology news, finance news, careers, jobs, Business Insider India, tech, politics, BI India, strategy, lifestyle tips, money saving tips, entertainment news","Get the latest news through Business Insider India on tech, finance, politics, strategy, life and entertainment."
https://issuu.com:443/,"Digital Publishing Platform for Magazines, Catalogs, and more - Issuu","online magazines, digital magazines, digital magazine platform, interactive magazines, digital magazine software, create digital magazine, create digital publication, digital publication, publish digital magazine, online magazine reader, free online magazine software, interactive magazine software, self-publish digital magazine, interactive digital magazines","Millions of readers find and share the magazines, catalogs and publications they love on issuu."
https://www.google.com/chrome/,Google Chrome - The New Chrome & Most Secure Web Browser,,"Get more done with the new Google Chrome. A more simple, secure, and faster web browser than ever, with Google’s smarts built-in. Download now."
https://www.cdc.gov/,Centers for Disease Control and Prevention,"CDC,  24/7,  protect America,  health,  safety,  security threats,  foreign,  U.S. diseases,  chronic,  acute,  curable,  preventable,  human error,  deliberate attack,  supports communities, CDC Organization","As the nation’s health protection agency, CDC saves lives and protects people from health, safety, and security threats."
https://www.wired.com/,WIRED,,
https://cpanel.net/,Hosting Platform of Choice,,"With its world-class support and rich feature set, cPanel & WHM have been the industry leading web hosting platform for over 20 years. Trusted world-wide by our technology partners Wordpress, CloudLinux, Lighstpeed, and more."
http://ipv4.google.com,Google,,
https://www.gov.uk/,Welcome to GOV.UK,,"GOV.UK - The place to find government services and information - Simpler, clearer, faster"
https://telegram.org/,Telegram Messenger,,
https://www.mediafire.com/,File sharing and storage made simple,"online storage, free storage, cloud Storage, collaboration, backup file Sharing, share Files, photo backup, photo sharing, ftp replacement, cross platform, remote access, mobile access, send large files, recover files, file versioning, undelete, Windows, PC, Mac, OS X, Linux, iPhone, iPad, Android","MediaFire is a simple to use free service that lets you put all your photos, documents, music, and video in a single place so you can access them anywhere and share them everywhere."
https://books.google.com/?hl=en,Google Books,,
https://www.aol.com/,"AOL - News, Politics, Sports & Latest Headlines",,
https://elpais.com/,EL PAÍS: el periódico global,,"Noticias de última hora sobre la actualidad en España y el mundo: política, economía, deportes, cultura, sociedad, tecnología, gente, opinión, viajes, moda, televisión, los blogs y las firmas de EL PAÍS. Además especiales, vídeos, fotos, audios, gráficos, entrevistas, promociones y todos los servicios de EL PAÍS."
https://www.plesk.com/,Plesk - Innovative Hosting Control Panel,,"Plesk is the only web hosting control panel you'll ever need to build, secure and run websites and applications in the Cloud! Get Plesk Hosting Platform!"
https://wordpress.com/,WordPress.com: Create a Free Website or Blog,,"Create a free website or build a blog with ease on WordPress.com. Dozens of free, customizable, mobile-ready designs and themes. Free hosting and support."
https://accounts.google.com/ServiceLogin?passive=1209600&continue=https://get.google.com/albumarchive&followup=https://get.google.com/albumarchive,Sign in - Google Accounts,,
https://www.google.com/,Google,,
https://youradchoices.com/,YourAdChoices.com | Welcome to YourAdChoices.com,,
https://de.wikipedia.org/wiki/Wikipedia:Hauptseite,Wikipedia – Die freie Enzyklopädie,,
https://nypost.com/,New York Post,,"Your source for breaking news, news about New York, sports, business, entertainment, opinion, real estate, culture, fashion, and more."
https://time.com/,TIME | Current & Breaking News | National & World Updates,Smart Living,"Breaking news and analysis from TIME.com. Politics, world news, photos, video, tech reviews, health, science and entertainment news."
http://www.google.ru/,Google,,
https://www.rakuten.co.jp/,【楽天市場】Shopping is Entertainment! ： インターネット最大級の通信販売、通販オンラインショッピングコミュニティ,"通販,インターネット通販,オンラインショッピング,楽天,楽天市場,rakuten,ラクテン,らくてん",楽天市場はインターネット通販が楽しめる総合ショッピングモール。楽天スーパーポイントがどんどん貯まる！使える！毎日お得なクーポンも。あす楽利用で翌日にお届け。食品から家電、ファッション、ベビー用品、コスメまで、充実の品揃え。
https://marketingplatform.google.com/about/,Google Marketing Platform - Unified Advertising and Analytics,,"Introducing Google Marketing Platform, a unified marketing and analytics platform for smarter marketing measurement and better results."
https://www.foxnews.com/,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"news, breaking news, latest news, current news, world news, national news","Breaking News, Latest News and Current News from FOXNews.com. Breaking news and video. Latest Current News: U.S., World, Entertainment, Health, Business, Technology, Politics, Sports."
https://www.addthis.com/,"Get more likes, shares and follows with smart website tools - AddThis","Addthis, marketing platform, audience insights, audience intelligence, audience intel, managed service, segment licensing, data products, website personalization, personalize website, personalization, share this, plugins, best free plugins, widgets, best free widgets, best website plugins, premium plugins, premium widgets, responsive tools, responsive widgets, share buttons, facebook like, facebook share, pinterest button, tweet button, twitter button, instagram button, follow buttons, social buttons, social plugins, recommended content, content widget, wordpress, joomla, blogger, get likes, get shares, get followers","AddThis share buttons, targeting tools and content recommendations help you get more likes, shares and followers and keep them coming back."
https://abril.com.br/,Abril.com,,O melhor conteúdo do Grupo Abril em uma única página
https://accounts.google.com/ServiceLogin?passive=1209600&osid=1&continue=https://myaccount.google.com/general-light&followup=https://myaccount.google.com/general-light&csig=AF-SEnb-I45pqrIbnrVQ:1587043434,Sign in - Google Accounts,,
http://www.bing.com/,Bing,,"Bing helps you turn information into action, making it faster and easier to go from searching to doing."
https://www.thesun.co.uk/,"News, sport, celebrities and gossip | The Sun",,"Get the latest news, exclusives, sport, celebrities, showbiz, politics, business and lifestyle from The Sun"
https://www.pinterest.com/,Pinterest,,"Discover recipes, home ideas, style inspiration and other ideas to try."
https://translate.google.com/,  Google Translate ,"translate, translations, translation, translator, machine translation, online translation","Google's free service instantly translates words, phrases, and web pages between English and over 100 other languages."
http://buydomains.com,,,
https://www.google.com/,Google,,
http://en.gravatar.com/,Gravatar - Globally Recognized Avatars,,
https://www.telegraph.co.uk/,"The Telegraph - Telegraph Online, Daily Telegraph, Sunday Telegraph - Telegraph",,"Latest news, business, sport, comment, lifestyle and culture from the Daily Telegraph and Sunday Telegraph newspapers and video from Telegraph TV."
https://www.harvard.edu/,Harvard University,"Harvard University, College, Education, Innovation, Teaching, Learning","Harvard University is devoted to excellence in teaching, learning, and research, and to developing leaders in many disciplines who make a difference globally. Harvard University is made up of 11 principal academic units."
https://tinyurl.com/,TinyURL.com - shorten that long URL into a tiny URL,,
https://www.aliexpress.com/,"AliExpress - Online Shopping for Popular Electronics, Fashion, Home & Garden, Toys & Sports, Automobiles and More products  - AliExpress","AliExpress, Online shopping, Automotive, Phones, Accessories, Computers, Electronics, Fashion, Beauty, Health, Home, Garden, Toys, Sports, Weddings,AliExpress","Online shopping for the latest electronics, fashion, phone accessories, computer electronics, toys, home&garden, home appliances, tools, home improvement and more on AliExpress"
https://www.indiatimes.com/,"Trending stories on Indian Lifestyle, Culture, Relationships, Food, Travel, Entertainment, News and New Technology News - Indiatimes.com ", ,"Indiatimes.com brings you the news, articles, stories and videos on entertainment, latest lifestyle, culture and new technologies emerging worldwide."
https://archive.org,"Internet Archive: Digital Library of Free & Borrowable Books, Movies, Music & Wayback Machine",,
https://www.opera.com/,"Opera Web Browser | Faster, Safer, Smarter | Opera
",,"
    Get a faster, better browser. Opera's free VPN, Ad Blocker, integrated messengers and private mode help you browse securely and smoothly. Share files instantly between your desktop and mobile browsers and experience web 3.0 with a free cryptowallet.
"
https://www.wsj.com/,"The Wall Street Journal - Breaking News, Business, Financial & Economic News, World News and Video","News, breaking news, latest news, US news, headlines, world news, business, finances, politics, WSJ, WSJ news, WSJ.com, Wall Street Journal","Breaking news and analysis from the U.S. and around the world at WSJ.com. Politics, Economics, Markets, Life & Arts, and in-depth reporting."
http://www.google.nl/,Google,,
https://techcrunch.com/,TechCrunch – Startup and Technology News,,"TechCrunch - Reporting on the business of technology, startups, venture capital funding, and Silicon Valley"
https://cpanel.net/,Hosting Platform of Choice,,"With its world-class support and rich feature set, cPanel & WHM have been the industry leading web hosting platform for over 20 years. Trusted world-wide by our technology partners Wordpress, CloudLinux, Lighstpeed, and more."
https://www.cnet.com/,"Product reviews, how-tos, deals and the latest tech news - CNET",,"CNET is the world's leader in tech product reviews, news, prices, videos, forums, how-tos and more."
https://www.wix.com/,Free Website Builder | Create a Free Website | Wix.com,,Create a free website with Wix.com. Choose a stunning template and customize anything with the Wix website builder—no coding skills needed. Create yours today!
https://developers.googleblog.com/2018/03/transitioning-google-url-shortener.html,"
Google Developers Blog: Transitioning Google URL Shortener to Firebase Dynamic Links
",,
https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0,Википедия — свободная энциклопедия,,
https://www.amazon.de/,"Amazon.de: Günstige Preise für Elektronik & Foto, Filme, Musik, Bücher, Games, Spielzeug & mehr","Amazon.de, Bücher, Elektronik, Filme, Games, Sportartikel, Schuhe, Spielzeug, Drogerie, Musik, MP3","Entdecken, shoppen und einkaufen bei Amazon.de: Günstige Preise für Elektronik & Foto, Filme, Musik, Bücher, Games, Spielzeug, Sportartikel, Drogerie & mehr bei Amazon.de"
https://ok.ru/,OK.RU,"school, academy/military school, technical school, college, vocational technical school, institute, university, institute of higher education, classmate, fellow student, coursemate, pupil, teacher, student, dating, search classmates, former student, alumnus, search, find, army friend, mate, alumni meeting, search people, colleague, friend, friends, family, relatives, graduates, search friends, conversations, pleasant conversations, shared interests, discussions, messages, photos, free calls, Internet calls, Internet telephony, gifts, groups, group, celebrities, artists, singers, actors, guests, games","Entertaining social network  - communication with friends, photos and videos, movies and TV Series, music, games and groups."
https://www.ebay.com/,"Electronics, Cars, Fashion, Collectibles & More | eBay",,"Buy & sell electronics, cars, clothes, collectibles & more on eBay, the world's online marketplace. Top brands, low prices & free shipping on many items."
https://www.bloomberg.com/tosv2.html?vid=&uuid=869d5e40-7fe5-11ea-a91b-83b208d31fa8&url=Lw==,Bloomberg - Are you a robot?,,
